company_id,SIC_CD_3,final_score,decision,score_cf_alignment,reason_cf_alignment,score_actionability,reason_actionability,score_business_insight,reason_business_insight,score_logic_flow,reason_logic_flow,score_completeness,reason_completeness,score_clarity,reason_clarity,cf_alignment_match_rate,cf_alignment_n_matched,cf_alignment_n_ground_truth
34858,G47,3.3,Conditional Pass,2,Just 7/20 ground-truth CF values (35%) matched; most figures are missing or incorrect.,3,"While the report outlines critical financial issues and proposes general action steps, it lacks specific responsible parties, deadlines, and detailed methodologies for implementation, making it somewhat abstract and impractical for immediate execution.",4,"The report provides a comprehensive analysis of the firm's financial distress, identifies specific improvement targets, and outlines actionable strategies, demonstrating genuine strategic insight necessary for the firm's survival in the retail sector.",4,"The report presents a clear logical flow from identifying financial challenges to proposing actionable improvement scenarios and risk management strategies, although the numerical accuracy of the figures could be questioned.",5,"The report includes all 6 required sections, each with sufficient substance, providing a comprehensive analysis of the firm's financial status, improvement scenarios, actionable steps, risk management strategies, and performance KPIs, ensuring structural and formal compliance.",3,"While the report provides critical financial metrics and clear action steps, it contains excessive jargon (e.g., 'Proximity', 'Sparsity') and complex numerical expressions that may hinder understanding for executive readers unfamiliar with technical financial terms.",0.35,7,20
35400,L68,3.95,Pass,5,19/20 ground-truth CF values (95%) found verbatim (within tolerance) in the report.,3,"While the report outlines specific financial targets and short- to medium-term actions, it lacks detailed responsible parties, deadlines, and methodologies for implementation, making it somewhat abstract and challenging to execute immediately.",4,"The report provides a comprehensive analysis of the company's financial status, identifies specific improvement targets, and outlines actionable strategies, reflecting a genuine strategic insight necessary for survival in the real estate sector, despite some negative indicators.",4,"The report presents a logically coherent flow, with clear causal links between the current financial status, proposed improvements, and actionable steps, although the reliance on percentage increases without context may obscure the practical implications of these targets.",4,"The report includes all 6 required sections and provides substantial content in each, particularly in the Current Status Analysis and Improvement Scenarios, though the Action Roadmap could benefit from more detailed steps for implementation.",3,"The report contains clear sections and presents data effectively, but it uses excessive jargon and technical terms (e.g., 'EBITDA', 'sparsity', 'proximity value') that may not be easily understood by all executive readers, potentially hindering accessibility.",0.95,19,20
36052,L68,3.7,Pass,4,15/20 ground-truth CF values (75%) matched; minor narrative paraphrase acceptable per rubric.,3,"The proposal outlines specific financial targets and actions, but lacks clear responsible parties, deadlines, and methodologies for implementation, making it somewhat abstract and impractical for immediate execution.",4,"The report provides strategic insights by identifying specific financial targets and actionable steps to reduce bankruptcy probability, reflecting a comprehensive understanding of the firm's precarious financial situation and the necessary adjustments to improve its standing in the sector.",4,"The report presents a logically coherent flow, with clear causal relationships between the proposed financial targets and the desired outcome of reducing bankruptcy probability, although the numerical accuracy of the percentages may raise questions about feasibility.",4,"The report includes all 6 required sections and provides substantial detail in each, particularly in the Current Status Analysis and Improvement Scenarios, though the Action Roadmap could benefit from more specific timelines and measurable actions.",3,"The report contains clear sections and actionable targets, but it uses excessive jargon and complex metrics (e.g., 'sparsity' and 'proximity') that may confuse executive readers unfamiliar with financial terminology.",0.75,15,20
36198,G46,3.45,Conditional Pass,3,Only 10/20 ground-truth CF values (50%) matched; at least one key figure appears miscalculated or omitted.,3,"While the report outlines significant financial improvements and establishes clear targets, it lacks specific responsible parties, deadlines, and detailed methodologies for implementation, making it somewhat abstract and less actionable.",4,"The report provides strategic insights into financial improvements and actionable steps, such as enhancing the Debt Service Coverage Ratio and increasing inventory and intangible assets, which are crucial for the firm's survival in the wholesale trade sector.",4,"The report presents a logically coherent flow, with clear causal relationships between improved financial metrics and proposed actions; however, the reliance on percentage increases without context may obscure the practical implications of these changes.",4,"The report includes all 6 required sections with sufficient substance; however, the 'Performance KPIs' section could benefit from additional context on how these KPIs will be monitored and evaluated over time.",3,"The report contains clear numerical improvements and actionable targets, but it uses excessive jargon (e.g., 'Sparsity value' and 'Debt Service Coverage Ratio') and vague expressions that may not be easily understood by all executive readers.",0.5,10,20
36786,G46,3.7,Pass,4,17/20 ground-truth CF values (85%) matched; minor narrative paraphrase acceptable per rubric.,3,"The report outlines several actionable short-term and medium-term strategies, but lacks specific responsible parties, deadlines, and methodologies for implementation, making it somewhat abstract and impractical for immediate execution.",4,"The report provides strategic insights into the company's financial challenges and outlines actionable steps for improvement, particularly in addressing liquidity and operational efficiency, which are critical for survival in the wholesale trade sector.",4,"The report presents a logically structured analysis of the company's financial status, with clear causal links between the identified issues (e.g., declining reserves and increased liabilities) and the proposed actions, although some numerical claims could benefit from clearer contextualization to enhance understanding.",4,"The report includes all 6 required sections with substantial content; however, the 'Current Status Analysis' could benefit from more detailed context on the implications of the financial metrics presented.",3,"The report contains clear sections and relevant data, but it uses excessive jargon and complex percentages that may confuse executive readers, such as 'non-current liabilities (% of Total Assets)' and 'reserve ratio,' which could be simplified for better accessibility.",0.85,17,20
37187,G47,3.45,Conditional Pass,3,Only 11/20 ground-truth CF values (55%) matched; at least one key figure appears miscalculated or omitted.,3,"The proposal outlines ambitious financial goals and improvement scenarios but lacks specific responsible parties, deadlines, and detailed methodologies for implementation, making it somewhat abstract and impractical for immediate execution.",4,"The report provides a comprehensive analysis of financial indicators and outlines a clear action roadmap, demonstrating genuine strategic insight for improving the firm's financial health, particularly in the context of the retail trade sector.",4,"The report presents a logically coherent flow, with clear causal relationships between the identified financial indicators and the proposed actions; however, the ambitious targets may require further substantiation to ensure feasibility.",4,"The report includes all 6 required sections with sufficient substance; however, the 'Improvement Scenarios' section could benefit from clearer prioritization of the proposed improvements to enhance actionable insights.",3,"While the report presents quantitative data clearly, it uses excessive jargon and technical terms (e.g., 'SG&A expenses' and 'prior-year pre-tax income') that may not be easily understood by all executive readers, potentially hindering accessibility.",0.55,11,20
37262,F42,3.05,Reject,2,Just 8/20 ground-truth CF values (40%) matched; most figures are missing or incorrect.,3,"The proposal outlines necessary actions and KPIs, but lacks specific responsible parties and deadlines, making it somewhat abstract and less executable starting tomorrow.",4,"The report provides strategic insights into the company's financial restructuring, including a clear action roadmap and risk management strategies, although it could benefit from more detailed analysis on the implications of liquidating assets and securing funding.",3,"The report presents a coherent flow of information regarding the company's financial restructuring, but the causal reasoning is somewhat flawed, particularly in the assumption that a significant increase in current liabilities is a positive indicator without adequately addressing the potential risks associated with this strategy.",4,"The report includes all 6 required sections and provides substantial detail in each, particularly in the Current Status Analysis and Improvement Scenarios, but could benefit from more specific quantitative targets in the Action Roadmap and Performance KPIs sections.",3,"The report contains clear data and actionable insights, but it uses excessive jargon and technical terms, such as 'bankruptcy probability' and 'current liabilities (% of Total Assets)', which may not be easily understood by all executive readers without financial expertise.",0.4,8,20
37524,L68,3.7,Pass,4,17/20 ground-truth CF values (85%) matched; minor narrative paraphrase acceptable per rubric.,3,"While the report outlines clear targets and actions, it lacks specific responsible parties, deadlines, and detailed methodologies for implementation, making it somewhat abstract and less actionable for immediate execution.",4,"The report provides strategic insights by highlighting significant improvements in bankruptcy probability and total equity, while also outlining actionable short- and medium-term plans to enhance financial performance, though it could benefit from deeper analysis of market conditions and competitive positioning.",4,"The report presents a logical flow of information, with clear causal relationships established between the company's financial improvements and the proposed actions, although the numerical accuracy is disregarded, the reasoning behind the need for asset expansion and risk management is sound.",4,"The report includes all 6 required sections with sufficient substance; however, the 'Improvement Scenarios' section could benefit from more detailed explanations of how the targets will be achieved.",3,"The report contains clear numerical data and specific targets, but it uses excessive jargon and complex expressions, such as 'bankruptcy probability' and 'SG&A expenses,' which may not be easily understood by all executive readers.",0.85,17,20
37640,G46,2.8,Reject,2,Just 7/20 ground-truth CF values (35%) matched; most figures are missing or incorrect.,2,"The proposal lacks specific responsible parties, deadlines, and detailed methodologies for implementation, making it abstract and impractical for immediate execution despite identifying key areas for improvement.",4,"The report provides a comprehensive analysis of the company's financial challenges and outlines clear improvement scenarios and an actionable roadmap, demonstrating strategic insight necessary for the firm's survival, particularly in addressing its high bankruptcy probability and improving key financial ratios.",3,"The report presents a logical flow in identifying financial issues and proposing improvement scenarios, but the extreme percentage changes and lack of clarity in causal relationships weaken the overall coherence and feasibility of the recommendations.",4,"The report includes all 6 required sections with sufficient substance, particularly in the Executive Summary and Improvement Scenarios, but could benefit from more detailed metrics in the Action Roadmap and Risk Management sections to enhance clarity and actionable insights.",3,"While the report presents important financial metrics and improvement targets, it uses excessive jargon and vague expressions, such as 'proximity and sparsity metrics' and 'high quality score of 0.86', which may not be easily understood by executive readers without a financial background.",0.35,7,20
37680,G46,3.35,Conditional Pass,2,Just 7/20 ground-truth CF values (35%) matched; most figures are missing or incorrect.,3,"While the report outlines significant financial improvements and provides a roadmap for future actions, it lacks specific responsible parties, deadlines, and methodologies for implementation, making it somewhat abstract and less actionable for immediate execution.",4,"The report provides a comprehensive analysis of the company's financial turnaround, with specific metrics showing substantial improvements, actionable strategies for future growth, and a clear understanding of risks, particularly in the context of the wholesale trade sector.",4,"The report presents a coherent flow of information, logically connecting the company's improved financial metrics to actionable strategies, though some numerical claims could benefit from clearer contextual explanations to enhance understanding.",5,"The report includes all six required sections—Executive Summary, Current Status Analysis, Improvement Scenarios, Action Roadmap, Risk Management, and Performance KPIs—each with sufficient substance and clarity, providing a comprehensive overview of the company's financial health and strategic direction.",4,"The report is largely clear and accessible, effectively communicating key financial metrics and improvement scenarios, though it contains some jargon (e.g., 'sparsity index' and 'feasibility analysis') that may require further clarification for executive readers.",0.35,7,20
37861,G46,3.3,Conditional Pass,2,Just 9/20 ground-truth CF values (45%) matched; most figures are missing or incorrect.,3,"The proposal outlines specific actions and KPIs but lacks defined responsible parties and deadlines, making it somewhat abstract and less executable starting tomorrow.",4,"The report provides a comprehensive analysis of the company's financial distress, outlines specific improvement scenarios and actionable steps, and reflects the characteristics of the wholesale trade sector, indicating a strong strategic insight for recovery despite the severe challenges.",4,"The report presents a logically coherent flow, with clear causal relationships between financial metrics and proposed actions; however, the extreme percentage changes may confuse readers, detracting slightly from overall clarity.",5,"The report includes all six required sections—Executive Summary, Current Status Analysis, Improvement Scenarios, Action Roadmap, Risk Management, and Performance KPIs—each with sufficient substance, providing a comprehensive overview of the company's financial situation and actionable strategies for recovery.",3,"The report contains some clear sections and actionable items, but it uses excessive jargon and complex metrics (e.g., 'Sparsity of 0.3065' and 'bankruptcy probability improvement target') that may not be easily understood by executive readers without a financial background.",0.45,9,20
37917,G46,3.2,Reject,2,Just 9/20 ground-truth CF values (45%) matched; most figures are missing or incorrect.,3,"The proposal outlines specific financial adjustments and a roadmap for action, but lacks clear responsible parties and deadlines, making immediate execution impractical.",4,"The report provides strategic insights into improving bankruptcy probability and liquidity management through specific financial adjustments, while also reflecting the characteristics of the wholesale trade sector by emphasizing cash flow optimization and risk management.",4,"The report presents a logically coherent flow of information, with clear causal links between proposed financial adjustments and the targeted improvement in bankruptcy probability, though the drastic claim of a 100.0% decrease in tangible assets raises questions about its implications.",4,"The report includes all 6 required sections with sufficient substance, particularly in the Current Status Analysis and Improvement Scenarios, but could benefit from more detailed metrics in the Action Roadmap and Performance KPIs for clarity.",3,"The report contains some clear information, but it uses excessive jargon (e.g., 'Proximity of 0.0032' and '100.0% decrease in tangible assets') that may not be easily understood by executive readers, potentially hindering accessibility.",0.45,9,20
38299,G46,3.05,Reject,2,Just 7/20 ground-truth CF values (35%) matched; most figures are missing or incorrect.,3,"The proposal outlines clear financial targets and a roadmap for action, but lacks specific responsible parties, deadlines, and detailed methodologies for implementation, making it somewhat abstract and less actionable.",4,"The report provides strategic insights such as a clear action roadmap and risk management strategies, alongside relevant financial metrics that reflect the firm's sector, although it could benefit from deeper analysis on market conditions and competitive positioning.",3,"The report presents a coherent strategy for improving bankruptcy probability and managing financial indicators, but the proposed increase in bankruptcy probability from 22.9% to 26.1% is logically inconsistent, as it suggests a worsening of financial health despite the stated improvements.",4,"The report includes all six required sections with sufficient substance, particularly in the Executive Summary and Risk Management sections; however, the Improvement Scenarios could benefit from more detailed analysis on how the targets will be achieved.",3,"While the report contains relevant financial data and clear targets, it uses excessive jargon and technical terms (e.g., 'Proximity', 'Sparsity') that may not be easily understood by executive readers, potentially hindering accessibility.",0.35,7,20
38392,G46,3.75,Pass,4,17/20 ground-truth CF values (85%) matched; minor narrative paraphrase acceptable per rubric.,3,"The proposal outlines specific financial targets and actions, but lacks designated responsible parties, clear deadlines, and detailed methodologies for implementation, making it somewhat abstract and impractical for immediate execution.",4,"The report provides strategic insights into financial health improvements and actionable steps, such as aggressive accounts receivable collection and expense reduction, which are essential for survival in the wholesale trade sector, although it could benefit from deeper analysis of market conditions and competitive landscape.",4,"The report presents a logically coherent flow, with clear causal relationships between proposed actions and expected financial improvements, particularly in the action roadmap where short-term and medium-term strategies are aligned with the overall goal of reducing bankruptcy probability and enhancing financial stability.",4,"The report includes all 6 required sections with sufficient substance, particularly in the Executive Summary and Improvement Scenarios, but could benefit from more detailed metrics in the Action Roadmap and Risk Management sections to enhance clarity and actionable insights.",4,"The report is generally clear and accessible, using straightforward language and providing specific financial metrics; however, it could benefit from reducing the use of numerical ratios without context, which may confuse some executive readers.",0.85,17,20
38492,G46,3.45,Conditional Pass,3,Only 10/20 ground-truth CF values (50%) matched; at least one key figure appears miscalculated or omitted.,3,"While the report outlines necessary financial adjustments and identifies key performance indicators, it lacks specific responsible parties, deadlines, and detailed methodologies for implementation, making it somewhat abstract and less actionable.",4,"The report provides strategic insights into the company's financial challenges and outlines actionable steps to improve liquidity and operational efficiency, particularly through the proposed increase in short-term borrowings and focus on tangible assets, which are critical for survival in a distressed financial state.",4,"The report presents a logical flow from identifying the current financial challenges to proposing actionable improvements, with clear causal relationships such as the need for increased borrowings to enhance liquidity, although some numerical claims could benefit from clearer contextualization.",4,"The report includes all 6 required sections with sufficient substance, particularly in the Current Status Analysis and Improvement Scenarios, although the Action Roadmap could benefit from more detailed timelines and specific responsibilities.",3,"While the report presents critical financial data and proposed actions clearly, it uses excessive jargon and complex metrics (e.g., '3680.8% decrease') that may not be easily understood by executive readers without a financial background.",0.5,10,20
38880,F42,3.45,Conditional Pass,3,Only 13/20 ground-truth CF values (65%) matched; at least one key figure appears miscalculated or omitted.,3,"While the report outlines significant financial targets and a roadmap for improvement, it lacks specific responsible parties, deadlines, and detailed methodologies for implementation, making it abstract and challenging to execute immediately.",4,"The report provides strategic insights into improving the firm's financial health, including actionable steps for liquidity enhancement and asset acquisition, while also addressing risk management and performance KPIs, which are critical for survival in the construction sector.",4,"The report presents a logically structured analysis with clear causal relationships, such as the need for increased borrowings to secure liquidity, which aligns with the goal of reducing bankruptcy probability; however, the extreme percentage increases in some financial metrics could raise questions about feasibility despite the overall sound logic.",4,"The report includes all 6 required sections with sufficient substance; however, the 'Current Status Analysis' could benefit from more detailed explanations of the financial indicators and their implications for clarity.",3,"The report contains some clear sections, but it uses excessive jargon and vague expressions, such as 'Proximity' and 'Sparsity,' which may not be easily understood by executive readers without a financial background.",0.65,13,20
39253,G47,3.45,Conditional Pass,3,Only 14/20 ground-truth CF values (70%) matched; at least one key figure appears miscalculated or omitted.,3,"The proposal outlines feasible strategies for financial improvement but lacks specific responsible parties, deadlines, and detailed methodologies, making it somewhat abstract and impractical for immediate execution.",4,"The report provides strategic insights into the company's financial recovery, highlighting significant improvements in bankruptcy probability and actionable steps to enhance liquidity and operational efficiency, though it could benefit from a more detailed analysis of sector-specific challenges.",4,"The report presents a logically coherent flow, linking the improvement in bankruptcy probability to strategic financial adjustments, while also addressing potential risks and outlining actionable steps, though some numerical inconsistencies may raise questions about the feasibility of the proposed targets.",4,"The report includes all 6 required sections with sufficient substance, particularly in the Executive Summary and Current Status Analysis, but could benefit from more detailed metrics and specific timelines in the Action Roadmap and Improvement Scenarios.",3,"The report contains some clear data points and actionable strategies, but it uses excessive financial jargon and complex metrics (e.g., 'EBITDA (% of Revenue)' and 'Reserve Ratio') that may not be easily understood by all executive readers, potentially hindering accessibility.",0.7,14,20
39421,G47,3.45,Conditional Pass,3,Only 13/20 ground-truth CF values (65%) matched; at least one key figure appears miscalculated or omitted.,3,"While the report outlines clear financial improvement targets and identifies necessary actions, it lacks specific responsible parties, deadlines, and methodologies for implementation, making it somewhat abstract and less actionable for immediate execution.",4,"The report provides substantial strategic insight by outlining clear improvement targets and actionable steps for operational efficiency, while also addressing risks and the need for a change management strategy, which are critical for the firm's survival in the retail trade sector.",4,"The report presents a logically coherent flow, with clear causal relationships between financial improvements and the targeted bankruptcy probability, although the reliance on numerical accuracy detracts from the overall clarity of the arguments.",4,"The report includes all 6 required sections with sufficient substance, particularly in the Executive Summary and Current Status Analysis, but could benefit from more detailed action steps in the Action Roadmap and Risk Management sections to enhance clarity and comprehensiveness.",3,"While the report provides detailed financial metrics and clear targets, it contains excessive jargon such as 'Sparsity' and 'EBITDA,' which may not be accessible to all executive readers, potentially hindering overall clarity.",0.65,13,20
39977,G47,3.05,Reject,2,Just 9/20 ground-truth CF values (45%) matched; most figures are missing or incorrect.,3,"The proposal outlines necessary actions and improvements but lacks specific responsible parties, deadlines, and detailed methodologies for implementation, making it somewhat abstract and impractical for immediate execution.",4,"The report provides strategic insights into asset management and liquidity improvements, with actionable recommendations, such as optimizing asset disposal and enhancing revenue generation, which are crucial for survival in the retail trade sector.",3,"The report presents a logical flow in its analysis and recommendations; however, the increase in bankruptcy probability from 21.7% to 21.9% contradicts the goal of improvement, indicating a potential flaw in causal reasoning.",4,"The report includes all 6 required sections with sufficient substance; however, the Executive Summary could provide a clearer overview of the key findings and recommendations to enhance its effectiveness.",3,"The report contains some clear information, but it uses excessive jargon and technical terms, such as 'Tangible Assets (% of Total Assets)' and 'non-operating expenses,' which may not be easily understood by executive readers without a financial background.",0.45,9,20
40442,G47,3.7,Pass,4,15/20 ground-truth CF values (75%) matched; minor narrative paraphrase acceptable per rubric.,3,"While the report outlines specific targets and actions, it lacks clear responsible parties and deadlines for implementation, making it somewhat abstract and less actionable for immediate execution.",4,"The report provides a comprehensive analysis of the company's financial status, identifies clear improvement scenarios, and outlines actionable steps, reflecting a strategic approach to navigating challenges in the retail sector, though it could benefit from deeper insights into market conditions and competitor strategies.",4,"The report demonstrates a logical flow in presenting the current financial status, improvement scenarios, and actionable steps, particularly highlighting the need for cost control measures to address declining EBITDA, which supports the argument that addressing these issues is essential for sustaining financial health.",4,"The report includes all six required sections with sufficient substance, particularly in the Current Status Analysis and Improvement Scenarios, but could benefit from more detailed metrics in the Risk Management section to enhance its comprehensiveness.",3,"While the report provides detailed financial metrics and improvement scenarios, it contains excessive jargon and complex expressions, such as 'Proximity' and 'Sparsity,' which may not be easily understood by executive readers without a financial background.",0.75,15,20
40721,G46,3.3,Conditional Pass,3,Only 10/20 ground-truth CF values (50%) matched; at least one key figure appears miscalculated or omitted.,3,"The proposal outlines specific financial targets and short- to medium-term actions, but lacks clearly defined responsible parties and deadlines, making it somewhat abstract and less actionable for immediate execution.",4,"The report provides a comprehensive analysis of the company's financial status, identifies critical improvement targets, and outlines actionable strategies, reflecting a genuine strategic insight necessary for survival in the wholesale trade sector, despite some concerning metrics.",3,"The report presents a coherent structure and outlines clear improvement targets and action plans; however, the use of extreme percentage changes (e.g., Reserve Ratio decrease of 3017.5%) raises concerns about the validity of the data, which undermines the overall logical flow.",4,"The report includes all 6 required sections and provides substantial content in each, particularly in the Current Status Analysis and Action Roadmap, but could benefit from more detailed metrics in the Improvement Scenarios and Performance KPIs sections.",3,"The report contains excessive jargon and complex financial metrics, such as 'Proximity score' and 'Sparsity,' which may not be easily understood by executive readers; simplifying these terms and providing context would enhance clarity.",0.5,10,20
40961,G47,3.8,Pass,4,16/20 ground-truth CF values (80%) matched; minor narrative paraphrase acceptable per rubric.,3,"The proposal outlines specific financial targets and action steps, but lacks clearly defined responsible parties, deadlines, and methodologies for implementation, making it somewhat abstract and impractical for immediate execution.",4,"The report provides strategic insights by identifying critical financial challenges and proposing actionable short- and medium-term plans to enhance liquidity and profitability, which are essential for survival in the volatile retail trade sector.",4,"The report presents a logically coherent flow, outlining the current financial status and necessary improvements, with clear causal relationships between asset management strategies and the goal of reducing bankruptcy probability, although the reliance on numerical accuracy could be misleading.",5,"The report includes all 6 required sections, each with sufficient substance, providing a comprehensive overview of the company's financial status, improvement scenarios, actionable steps, risk management strategies, and performance KPIs, demonstrating a thorough analysis and clear direction for future actions.",3,"The report contains clear sections and structured information, but it uses excessive financial jargon and complex metrics (e.g., 'Sparsity of 0.3387' and 'pp improvement') that may not be easily understood by executive readers without a strong financial background.",0.8,16,20
41343,G47,3.35,Conditional Pass,2,Just 6/20 ground-truth CF values (30%) matched; most figures are missing or incorrect.,3,"While the report outlines clear financial targets and a general action roadmap, it lacks specific responsible parties, deadlines, and detailed methodologies for implementation, making it somewhat abstract and less actionable.",4,"The report provides strategic insights such as a clear action roadmap and risk management strategies, particularly the focus on improving accounts receivable and leveraging increased borrowings for growth, which are essential for the firm's survival in a competitive financial landscape.",4,"The report presents a logically sound flow, with clear causal relationships such as the link between improved bankruptcy probability and the high quality score, though the drastic disposal of tangible assets could raise concerns about operational capacity that are not addressed.",5,"The report includes all 6 required sections, each with sufficient substance; for instance, the Executive Summary succinctly captures key improvements, while the Action Roadmap outlines specific short and medium-term actions, demonstrating a comprehensive approach to financial consulting.",4,"The report is generally clear and accessible, using straightforward language and providing specific financial metrics, though some terms like 'accounts receivable turnover' may require further clarification for non-financial executives.",0.3,6,20
41547,G46,3.45,Conditional Pass,3,Only 10/20 ground-truth CF values (50%) matched; at least one key figure appears miscalculated or omitted.,3,"The proposal outlines specific targets and actions, but lacks clearly defined responsible parties and deadlines, making it somewhat abstract and impractical for immediate execution.",4,"The report provides a comprehensive analysis with strategic insights, such as the significant improvement in bankruptcy probability and specific targets for asset expansion and liquidity enhancement, which are crucial for the firm's survival in the wholesale trade sector.",4,"The report presents a logically coherent flow from identifying the current financial challenges to proposing specific improvement scenarios and actionable steps, although the extreme percentage increases may raise questions about feasibility.",4,"The report includes all 6 required sections with sufficient substance, particularly in the Executive Summary and Current Status Analysis, but could benefit from more detailed metrics in the Action Roadmap and Risk Management sections to enhance clarity and actionable insights.",3,"The report contains clear data and actionable insights, but it uses excessive jargon and complex expressions, such as 'Sparsity of 0.3871' and 'non-current liabilities at -6.65%', which may hinder understanding for executive readers unfamiliar with financial terminology.",0.5,10,20
41548,G46,3.45,Conditional Pass,3,Only 10/20 ground-truth CF values (50%) matched; at least one key figure appears miscalculated or omitted.,3,"While the report outlines significant financial improvements and identifies key areas for action, it lacks specific responsible parties, deadlines, and detailed methodologies for implementation, making it somewhat abstract and less actionable for immediate execution.",4,"The report provides strategic insights by identifying key financial improvements and outlining actionable steps to address profitability declines, particularly emphasizing operational efficiency and risk management, which are critical for survival in the wholesale trade sector.",4,"The report presents a coherent logical flow, clearly outlining the company's improved bankruptcy probability while addressing the significant declines in profitability metrics, thus establishing a valid causal link between strategic financial management and the need for targeted actions to enhance overall performance.",4,"The report includes all 6 required sections with sufficient substance, particularly in the Current Status Analysis and Action Roadmap, but could benefit from more detailed metrics and specific timelines in the Improvement Scenarios and Performance KPIs sections.",3,"While the report presents important financial metrics and improvement targets, it uses excessive numerical jargon and percentages that may overwhelm executive readers; for instance, the dramatic percentage changes could be simplified to enhance clarity and accessibility.",0.5,10,20
41934,G46,3.1,Reject,2,Just 9/20 ground-truth CF values (45%) matched; most figures are missing or incorrect.,3,"The proposal outlines a clear action roadmap with short and medium-term actions but lacks specific responsible parties, deadlines, and methodologies, making it somewhat abstract and less executable starting tomorrow.",4,"The report provides strategic insights into the firm's financial restructuring and operational efficiency, highlighting significant improvements in bankruptcy probability and asset management, while also outlining actionable steps and risk management strategies, which are crucial for the firm's survival in a challenging landscape.",3,"The report presents a coherent flow of information regarding the company's financial status and improvement strategies, but the drastic changes in financial metrics, particularly the negative net income and reserve ratio, raise concerns about the sustainability of the proposed actions without clearer causal links between operational adjustments and financial recovery.",4,"The report includes all 6 required sections and provides substantial content in each, particularly in the Executive Summary and Current Status Analysis, although some sections could benefit from more detailed action plans and specific metrics for improvement.",4,"The report is largely clear and accessible, effectively communicating key financial metrics and strategic actions, though it could benefit from reducing the use of percentages in some areas to enhance readability for executive readers.",0.45,9,20
42070,F42,3.15,Reject,2,Just 5/20 ground-truth CF values (25%) matched; most figures are missing or incorrect.,3,"The proposal outlines specific actions and targets, such as improving bankruptcy probability and managing borrowings, but lacks clear responsible parties, deadlines, and detailed methodologies for execution, making it somewhat abstract and less actionable.",4,"The report provides strategic insights into improving financial stability through actionable steps like asset disposal and managing borrowings, while also addressing sector-specific challenges in the construction industry.",3,"The report presents a logical flow in identifying financial issues and proposing solutions, but the target for bankruptcy probability improvement is incorrectly framed as an increase from 13.9% to 20.0%, which contradicts the goal of enhancing financial stability.",5,"The report includes all 6 required sections, each with sufficient substance, clearly outlining the executive summary, current status analysis, improvement scenarios, action roadmap, risk management, and performance KPIs, demonstrating a comprehensive approach to financial consulting.",3,"The report contains some clear sections, but it uses excessive jargon and vague expressions, such as 'high quality score' and 'strategic borrowing expansions,' which may not be easily understood by all executive readers.",0.25,5,20
42358,L68,3.55,Conditional Pass,3,Only 10/20 ground-truth CF values (50%) matched; at least one key figure appears miscalculated or omitted.,3,"While the report outlines specific financial targets and improvement scenarios, it lacks detailed responsible parties, deadlines, and methodologies for implementation, making it somewhat abstract and less actionable.",4,"The report provides a comprehensive analysis of the company's financial situation, outlines specific improvement scenarios, and presents a clear action roadmap, indicating genuine strategic insight for the firm's survival, particularly in addressing critical financial variables and enhancing liquidity.",4,"The report presents a logically coherent flow, with clear causal relationships between proposed financial adjustments and the targeted reduction in bankruptcy probability, although some numerical claims could benefit from further clarification.",5,"The report includes all 6 required sections, each with sufficient substance; for example, the Executive Summary clearly outlines the target bankruptcy probability reduction and the complex path ahead, while the Action Roadmap provides specific short-term and medium-term actions to achieve the financial improvements.",3,"The report contains some clear sections, but it uses excessive jargon and complex expressions, such as 'Proximity' and 'Sparsity,' which may not be easily understood by executive readers; simplifying these terms would enhance clarity.",0.5,10,20
42602,F42,3.05,Reject,2,Just 7/20 ground-truth CF values (35%) matched; most figures are missing or incorrect.,3,"The proposal outlines actionable short-term and medium-term strategies, but lacks specific responsible parties, deadlines, and methodologies, making it somewhat abstract and impractical for immediate execution.",4,"The report provides strategic insights into the company's financial health and actionable steps to improve bankruptcy probability, while also reflecting the construction sector's characteristics through its focus on asset management and cost control.",3,"The report presents a logical flow of information, but the causal reasoning is somewhat unclear; for instance, while the targeted bankruptcy probability improvement is mentioned, the connection between the drastic reductions in financial indicators and the company's overall financial health is not sufficiently articulated, leading to potential confusion about the effectiveness of proposed actions.",4,"The report includes all 6 required sections with sufficient substance; however, the 'Current Status Analysis' could benefit from more detailed explanations of the implications of the financial changes discussed.",3,"The report contains some clear data points and actionable recommendations, but it uses technical terms like 'Proximity' and 'pp' without sufficient explanation, which may confuse executive readers unfamiliar with financial jargon.",0.35,7,20
43327,G47,3.7,Pass,4,18/20 ground-truth CF values (90%) matched; minor narrative paraphrase acceptable per rubric.,3,"The proposal outlines necessary improvements and a roadmap but lacks specific responsible parties, deadlines, and detailed methodologies, making it abstract and impractical for immediate execution.",4,"The report provides a comprehensive analysis of the company's financial challenges and outlines a clear action roadmap with specific improvement scenarios and KPIs, indicating genuine strategic insight for survival, though it could benefit from more detailed sector-specific context.",4,"The report presents a logically sound flow of information, with clear causal relationships between the current financial challenges and the proposed improvement scenarios, although some numerical claims could benefit from further clarification.",4,"The report includes all 6 required sections with sufficient substance; however, the 'Performance KPIs' section could benefit from additional metrics or clearer targets to enhance clarity and comprehensiveness.",3,"While the report presents quantitative data and clear targets, it contains excessive jargon (e.g., 'Sparsity metric' and 'high quality score') and complex financial ratios that may not be easily understood by executive readers without a financial background.",0.9,18,20
